Description,Real Estate Type,Location,City,Province,Region,Highly Urbanized?,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Land_area (sqm),Total_area (sqm),Price per sqm,Latitude,Longitude,Link
"M-R-3-980- Acquired Property for Sale in Unit 2504, 25/F, Tower B, Fort Victoria Cond...",Condo Unit,"Fort Bonifacio, Taguig",Taguig,Metropolitan Manila,NCR,1,"26,103,500",1,na,141,na,141,185131.21,14.5469193,121.0457204,https://www.lamudi.com.ph/m-r-3-980-acquired-property-for-sale-in-unit-2504-25-f-tower-b-fort-victoria-condominium-bonifacio-global-city-brgy-fort-bonifacio-taguig-city-retail.html
"M-R-3-956- Acquired Property for Sale in Unit 1707, 17/F, Tower B, Fort Victoria Cond...",Condo Unit,"Fort Bonifacio, Taguig",Taguig,Metropolitan Manila,NCR,1,"7,925,750",1,na,45,na,45,176127.78,14.5469193,121.0457204,https://www.lamudi.com.ph/m-r-3-956-acquired-property-for-sale-in-unit-1707-17-f-tower-b-fort-victoria-condominium-bonifacio-global-city-brgy-fort-bonifacio-taguig-city-retail.html
"M-R-3-1005- Acquired Property for Sale in Unit 2312, 23/F, Tower A, Fort Victoria Con...",Condo Unit,"Fort Bonifacio, Taguig",Taguig,Metropolitan Manila,NCR,1,"6,902,000",1,na,41,na,41,168341.46,14.5469193,121.0457204,https://www.lamudi.com.ph/m-r-3-1005-acquired-property-for-sale-in-unit-2312-23-f-tower-a-fort-victoria-condominium-bonifacio-global-city-brgy-fort-bonifacio-taguig-city-retail.html
For Sale: 2-BR Condo Unit in Mckinley Taguig near Forbes Park,Condo Unit,"Fort Bonifacio, Taguig",Taguig,Metropolitan Manila,NCR,1,"35,000,000",2,2,110,na,110,318181.82,14.540867,121.050318,https://www.lamudi.com.ph/for-sale-2-br-condo-unit-in-mckinley-taguig-near-f-170634937940.html
"3BR Condo Unit for Sale in Western Bicutan, Taguig | Park Cascades - South Tower at A...",Condo Unit,"Western Bicutan, Taguig",Taguig,Metropolitan Manila,NCR,1,"36,366,000",3,3,167,na,167,217760.48,14.5066,121.047905,https://www.lamudi.com.ph/3br-condo-unit-for-sale-in-western-bicutan-taguig-170781025372.html
"3BR Condo Unit for Sale in Western Bicutan, Taguig | Park Cascades - South Tower at A...",Condo Unit,"Western Bicutan, Taguig",Taguig,Metropolitan Manila,NCR,1,"30,016,000",3,3,114,na,114,263298.25,14.5066,121.047905,https://www.lamudi.com.ph/3br-condo-unit-for-sale-in-western-bicutan-taguig-170781025384.html
"3BR Condo Unit for Sale in Western Bicutan, Taguig | Park Cascades - North Tower at A...",Condo Unit,"Western Bicutan, Taguig",Taguig,Metropolitan Manila,NCR,1,"36,366,000",3,3,167,na,167,217760.48,14.5066,121.047905,https://www.lamudi.com.ph/3br-condo-unit-for-sale-in-western-bicutan-taguig-17078102548.html
"3BR Condo Unit for Sale in Western Bicutan, Taguig | Park Cascades - East Tower at AR...",Condo Unit,"Western Bicutan, Taguig",Taguig,Metropolitan Manila,NCR,1,"30,016,000",3,3,114,na,114,263298.25,14.5066,121.047905,https://www.lamudi.com.ph/3br-condo-unit-for-sale-in-western-bicutan-taguig-170781025370.html
"3-Bedroom Condo Unit for Sale in BGC, Taguig at Park East Place | 131sqm",Condo Unit,"Fort Bonifacio, Taguig",Taguig,Metropolitan Manila,NCR,1,"60,000,000",3,3,131,na,131,458015.27,14.5535,121.0519921,https://www.lamudi.com.ph/3-bedroom-condo-unit-for-sale-in-bgc-taguig-at-par-170781025968.html
"2BR Condo Unit for Sale in Western Bicutan, Taguig | Park Cascades - South Tower at A...",Condo Unit,"Western Bicutan, Taguig",Taguig,Metropolitan Manila,NCR,1,"22,859,000",2,2,89,na,89,256842.7,14.5066,121.047905,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-western-bicutan-taguig-170781025416.html
"2BR Condo Unit for Sale in Western Bicutan, Taguig | Park Cascades - North Tower at A...",Condo Unit,"Western Bicutan, Taguig",Taguig,Metropolitan Manila,NCR,1,"22,859,000",2,2,88,na,88,259761.36,14.5066,121.047905,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-western-bicutan-taguig-17078102530.html
"2-Bedroom Condo Unit for Sale in BGC, Taguig at Park East Place | 98sqm",Condo Unit,"Fort Bonifacio, Taguig",Taguig,Metropolitan Manila,NCR,1,"42,000,000",2,2,98,na,98,428571.43,14.5535,121.0519921,https://www.lamudi.com.ph/2-bedroom-condo-unit-for-sale-in-bgc-taguig-at-par-17078102608.html
"1BR Condo Unit for Sale in Western Bicutan, Taguig | Park Cascades - South Tower at A...",Condo Unit,"Western Bicutan, Taguig",Taguig,Metropolitan Manila,NCR,1,"19,241,000",1,1,86,na,86,223732.56,14.5066,121.047905,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-western-bicutan-taguig-170781025162.html
"1BR Condo Unit for Sale in Western Bicutan, Taguig | Park Cascades - South Tower at A...",Condo Unit,"Western Bicutan, Taguig",Taguig,Metropolitan Manila,NCR,1,"17,325,000",1,1,64,na,64,270703.13,14.5066,121.047905,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-western-bicutan-taguig-170781025233.html
"1BR Condo Unit for Sale in Western Bicutan, Taguig | Park Cascades - East Tower at AR...",Condo Unit,"Western Bicutan, Taguig",Taguig,Metropolitan Manila,NCR,1,"19,241,000",1,1,63,na,63,305412.7,14.5066,121.047905,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-western-bicutan-taguig-170781025187.html
"1BR Condo Unit for Sale in Western Bicutan, Taguig | Park Cascades - East Tower at AR...",Condo Unit,"Western Bicutan, Taguig",Taguig,Metropolitan Manila,NCR,1,"17,325,000",1,1,59,na,59,293644.07,14.5066,121.047905,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-western-bicutan-taguig-170781025263.html
"1 Bedroom Suite Condo Unit for Sale in BGC, Taguig at Park East Place | 67sqm",Condo Unit,"Fort Bonifacio, Taguig",Taguig,Metropolitan Manila,NCR,1,"28,000,000",1,1,67,na,67,417910.45,14.5535,121.0519921,https://www.lamudi.com.ph/1-bedroom-suite-condo-unit-for-sale-in-bgc-taguig-170781025892.html
"1 Bedroom Condo Unit for Sale in BGC, Taguig at Park East Place | 61sqm",Condo Unit,"Fort Bonifacio, Taguig",Taguig,Metropolitan Manila,NCR,1,"24,000,000",1,1,61,na,61,393442.62,14.5535,121.0519921,https://www.lamudi.com.ph/1-bedroom-condo-unit-for-sale-in-bgc-taguig-at-par-170781025987.html
"3BR 2-Storey Duplex House and Lot for Sale in Tagum, Davao del Norte at Suntrust Palm...",House,"Mankilam, Tagum",Tagum,Davao del Norte,Region XI,0,"3,502,240",3,na,86,88,174,20127.82,7.46055,125.7832566,https://www.lamudi.com.ph/3br-2-storey-duplex-house-and-lot-for-sale-in-tagu-171193176130.html
"3BR 2-Storey House and Lot for Sale in Tagum, Davao del Norte at Suntrust Palm City |...",House,"Mankilam, Tagum",Tagum,Davao del Norte,Region XI,0,"5,085,800",3,na,100,120,220,23117.27,7.46055,125.7832566,https://www.lamudi.com.ph/3br-2-storey-house-and-lot-for-sale-in-tagum-davao-17119316316.html
"4 Bedroom House and Lot for Sale at The Fountain Grove, Bacolod City",House,"Matab-Ang, Talisay",Talisay,Camarines Norte,Region VI,0,"11,129,760",4,na,192,180,372,29918.71,10.716181,123.2646,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-at-the-fountain-g-169026428959.html
"3BR 2-Storey House and Lot for Sale in Talisay, Negros Occidental at The Fountain Gro...",House,"Zone 15, Talisay",Talisay,Camarines Norte,Region VI,0,"7,068,200",3,na,110,120,230,30731.3,10.7205327,122.9608571,https://www.lamudi.com.ph/3br-2-storey-house-and-lot-for-sale-in-talisay-neg-171193176020.html
"4BR 2-Storey House and Lot for Sale in Talisay, Negros Occidental at The Fountain Gro...",House,"Zone 15, Talisay",Talisay,Camarines Norte,Region VI,0,"9,221,700",4,na,154,150,304,30334.54,10.7205327,122.9608571,https://www.lamudi.com.ph/4br-2-storey-house-and-lot-for-sale-in-talisay-neg-171193163268.html
"4BR 2-Storey House and Lot for Sale in Talisay, Negros Occidental at The Fountain Gro...",House,"Zone 15, Talisay",Talisay,Camarines Norte,Region VI,0,"11,129,760",4,na,192,180,372,29918.71,10.7205327,122.9608571,https://www.lamudi.com.ph/4br-2-storey-house-and-lot-for-sale-in-talisay-neg-171193163374.html
Beautiful 1362 m2 Lot in Talisay City 5 min from SRP,Lot,"Cansojong, Talisay",Talisay,Camarines Norte,Region VII,0,"20,500,000",na,na,na,1362,1362,15051.4,10.25119,123.852961,https://www.lamudi.com.ph/beautiful-1362-m2-lot-in-talisay-city-5-min-from-s-168230268631.html
"Sandia Homes | Bernice SA 1BR House for Sale in Tanauan, Batangas | Futura by Filinve...",House,"Cale, Tanauan",Tanauan,Batangas,Region IV-A,0,"1,496,900",1,na,27,60,87,17205.75,14.112439,121.101412,https://www.lamudi.com.ph/bernice-sa-1br-house-for-sale-at-sandia-homes-in-brgy-cale-tanauan-batangas-futura-by-filinvest.html
"Sandia Homes | Danessa SA 2BR House for Sale in Tanauan, Batangas | Futura by Filinve...",House,"Cale, Tanauan",Tanauan,Batangas,Region IV-A,0,"2,932,000",2,na,37,60,97,30226.8,14.112439,121.101412,https://www.lamudi.com.ph/danessa-sa-2br-house-for-sale-at-sandia-homes-in-brgy-cale-tanauan-batangas-futura-by-filinvest.html
"Springfield View | Lot Only for Sale in Brgy. Sahud-Ulan, Tanza, Cavite | Futura by F...",Lot,"Sahud Ulan, Tanza",Tanza,Cavite,Region IV-A,0,"3,170,700",na,na,na,185,185,17138.92,14.3678,120.8266518,https://www.lamudi.com.ph/springfield-view-lot-only-for-sale-in-brgy-sahud-u-169018893995.html
"3BR 2-Storey Single Attached House and Lot for Sale in Tanza, Cavite | Las Brisas at ...",House,"Tanauan, Tanza",Tanza,Cavite,Region IV-A,0,"4,337,472",3,na,112,72,184,23573.22,14.28656,120.83589,https://www.lamudi.com.ph/3br-2-storey-single-attached-house-and-lot-for-sal-170669003366.html
"For Sale 3BR 2-Storey Single Attached House and Lot in Tanza, Cavite | Las Brisas at ...",House,"Tanauan, Tanza",Tanza,Cavite,Region IV-A,0,"4,337,472",3,na,112,72,184,23573.22,14.28656,120.83589,https://www.lamudi.com.ph/for-sale-3br-2-storey-single-attached-house-and-lo-170669003379.html
"2-Bedroom-End Lot Townhouse in Tanza, Cavite",House,"Sahud Ulan, Tanza",Tanza,Cavite,Region IV-A,0,"2,029,500",2,na,40,55,95,21363.16,14.35989,120.822985,https://www.lamudi.com.ph/2-bedroom-end-lot-townhouse-in-tanza-cavite-171180478177.html
"2-Bedroom-Townhouse in Tanza, Cavite",House,"Sahud Ulan, Tanza",Tanza,Cavite,Region IV-A,0,"1,874,400",2,na,30,40,70,26777.14,14.35989,120.822985,https://www.lamudi.com.ph/2-bedroom-townhouse-in-tanza-cavite-171180467720.html
"2 Storey Astrid Townhouse in Neuville Townhomes at Tanza,Cavite",House,"Sanja Mayor, Tanza",Tanza,Cavite,Region IV-A,0,"3,780,000",2,na,60,52,112,33750,14.37246,120.853749,https://www.lamudi.com.ph/2-storey-astrid-townhouse-in-neuville-townhomes-at-171258410358.html
FOR SALE 3 BEDROOMS 2 TOILET/BATH HOUSE AND LOT IN TANZA CAVITE,House,"Sanja Mayor, Tanza",Tanza,Cavite,Region IV-A,0,"3,780,000",3,na,60,90,150,25200,14.37246,120.853749,https://www.lamudi.com.ph/for-sale-3-bedrooms-2-toilet-bath-house-and-lot-in-171281252471.html
"3-Bedroom Townhouse for Sale in Tanza, Cavite at Micara Estates | PORTIA Typical End ...",House,"Sahud Ulan, Tanza",Tanza,Cavite,Region IV-A,0,"2,258,057",3,na,45,62,107,21103.34,14.374237,120.829124,https://www.lamudi.com.ph/3-bedroom-townhouse-for-sale-in-tanza-cavite-at-mi-17041777899.html
"For Sale 3-Bedroom Townhouse in Tanza, Cavite at Micara Estates | PORTIA Typical Corn...",House,"Sahud Ulan, Tanza",Tanza,Cavite,Region IV-A,0,"2,839,149",3,na,45,62,107,26534.1,14.374237,120.829124,https://www.lamudi.com.ph/for-sale-3-bedroom-townhouse-in-tanza-cavite-at-mi-170417779117.html
"For Sale 3-Bedroom Townhouse in Tanza, Cavite at Micara Estates | PORTIA Typical End ...",House,"Sahud Ulan, Tanza",Tanza,Cavite,Region IV-A,0,"2,258,057",3,na,45,62,107,21103.34,14.374237,120.829124,https://www.lamudi.com.ph/for-sale-3-bedroom-townhouse-in-tanza-cavite-at-mi-17041777931.html
Residential Lot for Sale in Tarlac City at Camella Tarlac | 93sqm Lot Only,Lot,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"2,715,000",na,na,na,93,93,29193.55,15.47781,120.6140759,https://www.lamudi.com.ph/residential-lot-for-sale-in-tarlac-city-at-camella-170988619216.html
Residential Lot for Sale in Tarlac City at Camella Tarlac | 70sqm Lot Only,Lot,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"2,061,000",na,na,na,70,70,29442.86,15.47781,120.6140759,https://www.lamudi.com.ph/residential-lot-for-sale-in-tarlac-city-at-camella-170988619040.html
2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Bella 88sqm,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"5,406,000",2,na,53,88,141,38340.43,15.47781,120.6140759,https://www.lamudi.com.ph/2br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969818495.html
2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 88sqm,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"4,872,000",2,na,50,88,138,35304.35,15.47781,120.6140759,https://www.lamudi.com.ph/2br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969819158.html
2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 99sqm,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"5,031,000",2,na,50,99,149,33765.1,15.47781,120.6140759,https://www.lamudi.com.ph/2br-2-storey-house-and-lot-for-sale-in-tarlac-city-17096981824.html
2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 63sqm,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"3,066,000",2,na,36,63,99,30969.7,15.47781,120.6140759,https://www.lamudi.com.ph/2br-2-storey-townhouse-for-sale-in-tarlac-city-at-170969818538.html
2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle IU 42sqm,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"2,742,000",2,na,36,42,78,35153.85,15.47781,120.6140759,https://www.lamudi.com.ph/2br-2-storey-townhouse-for-sale-in-tarlac-city-at-170969818327.html
2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle IU 48sqm,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"2,871,000",2,na,36,48,84,34178.57,15.47781,120.6140759,https://www.lamudi.com.ph/2br-2-storey-townhouse-for-sale-in-tarlac-city-at-170969818545.html
3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara w/ CB 104...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"6,346,000",3,na,66,104,170,37329.41,15.47781,120.6140759,https://www.lamudi.com.ph/3br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969818321.html
3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara w/ CB 99s...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"6,319,000",3,na,66,99,165,38296.97,15.47781,120.6140759,https://www.lamudi.com.ph/3br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969819068.html
4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani 99sqm,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"7,056,000",4,na,83,99,182,38769.23,15.47781,120.6140759,https://www.lamudi.com.ph/4br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969818197.html
4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani w/ CB 110...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"7,201,000",4,na,83,110,193,37310.88,15.47781,120.6140759,https://www.lamudi.com.ph/4br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969818214.html
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella 110sqm,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"7,810,000",5,na,100,110,210,37190.48,15.47781,120.6140759,https://www.lamudi.com.ph/5br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969818868.html
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella w/ CB 121...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"8,228,000",5,na,100,121,221,37230.77,15.47781,120.6140759,https://www.lamudi.com.ph/5br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969818078.html
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella w/ CB 176...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"10,159,000",5,na,100,176,276,36807.97,15.47781,120.6140759,https://www.lamudi.com.ph/5br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969818067.html
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 17...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"11,245,000",5,na,142,176,318,35361.64,15.47781,120.6140759,https://www.lamudi.com.ph/5br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969818311.html
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 20...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"11,510,000",5,na,142,202,344,33459.3,15.47781,120.6140759,https://www.lamudi.com.ph/5br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969818631.html
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 17...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"11,757,000",5,na,166,176,342,34377.19,15.47781,120.6140759,https://www.lamudi.com.ph/5br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969819520.html
5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 19...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"12,383,000",5,na,166,198,364,34019.23,15.47781,120.6140759,https://www.lamudi.com.ph/5br-2-storey-house-and-lot-for-sale-in-tarlac-city-170969818364.html
For Sale 2BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Bella 88sqm,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"5,251,000",2,na,53,88,141,37241.13,15.47781,120.6140759,https://www.lamudi.com.ph/for-sale-2br-2-storey-house-and-lot-in-tarlac-city-170969818055.html
For Sale 3BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Cara 88sqm,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"5,776,000",3,na,66,88,154,37506.49,15.47781,120.6140759,https://www.lamudi.com.ph/for-sale-3br-2-storey-house-and-lot-in-tarlac-city-170969818570.html
RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle C...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"5,174,000",2,na,46,96,142,36436.62,15.47781,120.6140759,https://www.lamudi.com.ph/rfo-2br-2-storey-house-and-lot-for-sale-in-tarlac-170969819659.html
RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Marga 72sq...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"4,315,000",2,na,46,72,118,36567.8,15.47781,120.6140759,https://www.lamudi.com.ph/rfo-2br-2-storey-house-and-lot-for-sale-in-tarlac-170969818620.html
RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana w/ CB...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"8,229,000",4,na,85,121,206,39946.6,15.47781,120.6140759,https://www.lamudi.com.ph/rfo-4br-2-storey-house-and-lot-for-sale-in-tarlac-170969818433.html
RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella 148sq...,House,"Maliwalo, Tarlac",Tarlac,Tarlac,Region III,0,"9,683,000",5,na,100,148,248,39044.35,15.47781,120.6140759,https://www.lamudi.com.ph/rfo-5br-2-storey-house-and-lot-for-sale-in-tarlac-17096981947.html
"New Fields Phase 2 | Lot Only for Sale in Teresa, Rizal | Futura by Filinvest",Lot,"Dalig, Teresa",Teresa,Rizal,Region IV-A,0,"3,563,300",na,na,na,289,289,12329.76,14.572487,121.213978,https://www.lamudi.com.ph/new-fields-phase-2-lot-only-for-sale-in-teresa-riz-168964582249.html
"New Fields Phase 2 | 2BR House and Lot for Sale in Teresa, Rizal | Futura by Filinves...",House,"Dalig, Teresa",Teresa,Rizal,Region IV-A,0,"4,470,800",2,na,40,85,125,35766.4,14.572487,121.213978,https://www.lamudi.com.ph/for-sale-2br-house-at-new-fields-phase-2-in-manna-166070937089.html
50% Discount on 1st Equity Payment! For Sale 2-Bedroom LYCA Townhouse at Hana South i...,House,"Cabuco, Trece Martires",Trece Martires,Cavite,Region IV-A,0,"1,918,427",2,na,38,36,74,25924.69,14.2734988,120.8480402,https://www.lamudi.com.ph/50-discount-on-1st-equity-payment-for-sale-2-bedro-169413634572.html
"Residential Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | 88sqm Lot Only",Lot,"Anonas, Urdaneta",Urdaneta,Pangasinan,Region I,0,"2,375,000",na,na,na,88,88,26988.64,15.99094,120.5728067,https://www.lamudi.com.ph/residential-lot-for-sale-in-urdaneta-pangasinan-at-171082867018.html
